City,Connection 1,Distance 1,Connection 2,Distance 2,Connection 3,Distance 3,Connection 4,Distance 4,Connection 5,Distance 5,Connection 6,Distance 6,Connection 7,Distance 7,Connection 8,Distance 8,Connection 9,Distance 9
Gyor,Szekesfehervar,79.65251357645079,Szombathely,91.03710660651029,Budapest,108.38400625597126,Kecskemet,177.50440931284302,Bratislava,64.35847490420706,,,,,,,,
Nyiregyhaza,Debrecen,47.503483026588356,Miskolc,80.18715835634357,Kecskemet,192.45233037097202,Budapest,206.58689054810836,Lviv,269.2894997960617,,,,,,,,
Kecskemet,Szeged,80.3270653252606,Budapest,81.09962450977244,Szekesfehervar,102.2353834459004,Pecs,145.12404347382787,,,,,,,,,,
Szekesfehervar,Budapest,58.594567106461454,Gyor,79.65251357645079,Kecskemet,102.2353834459004,Pecs,125.79018326548366,,,,,,,,,,
Szombathely,Gyor,91.03710660651029,Szekesfehervar,135.03803621974197,Pecs,178.55357862975544,Budapest,185.199246884581,Graz,91.32313600550076,Maribor,105.73289634815907,,,,,,
Dublin,Drogheda,41.041027746461765,Navan,43.69589044755109,Waterford,134.87101813953186,Limerick,175.49630296379348,Liverpool,216.8691786687002,,,,,,,,
Cork,Limerick,86.04721820394953,Waterford,99.96920077745206,Ennis,111.08348538437858,Galway,157.78241863242383,,,,,,,,,,
Limerick,Ennis,31.33585712781164,Galway,73.21191961176477,Cork,86.04721820394953,Waterford,110.98389031209759,,,,,,,,,,
Galway,Ennis,47.543509203999314,Limerick,73.21191961176477,Cork,157.78241863242383,Navan,162.34178162958335,,,,,,,,,,
Waterford,Cork,99.96920077745206,Limerick,110.98389031209759,Dublin,134.87101813953186,Ennis,141.30588132351025,,,,,,,,,,
Drogheda,Navan,22.736837037281077,Dublin,41.041027746461765,Waterford,170.28429083849173,Galway,185.03765160305383,,,,,,,,,,
Navan,Drogheda,22.736837037281077,Dublin,43.69589044755109,Waterford,158.11007669014947,Galway,162.34178162958335,,,,,,,,,,
Ennis,Limerick,31.33585712781164,Galway,47.543509203999314,Cork,111.08348538437858,Waterford,141.30588132351025,,,,,,,,,,
Rome,Naples,188.77426453525493,Florence,231.6358800989167,Bologna,303.59404209577036,Bari,374.84354198630245,Vatican City,2.748126330720287,,,,,,,,
Milan,Genoa,119.13207844853419,Turin,126.0621379714611,Bologna,200.9286271000626,Florence,249.452874838743,Dornbirn,221.0114684524376,Lugano,62.60871105327075,,,,,,
Naples,Rome,188.77426453525493,Bari,222.03989991264712,Catania,377.6532876612553,Florence,409.1236068435242,,,,,,,,,,
Turin,Genoa,123.97003454802272,Milan,126.0621379714611,Bologna,296.5722493890574,Florence,319.1509187679102,,,,,,,,,,
Palermo,Turin,9239.383220846874,Genoa,9335.494205441531,Milan,9359.494528702417,Florence,9519.570761925965,,,,,,,,,,
Genoa,Milan,119.13207844853419,Turin,123.97003454802272,Bologna,191.5068089015274,Florence,198.56400379308252,Nice,154.67771796043942,,,,,,,,
Bologna,Florence,80.64889459466197,Genoa,191.5068089015274,Milan,200.9286271000626,Turin,296.5722493890574,Koper,221.55075433309406,,,,,,,,
Florence,Bologna,80.64889459466197,Genoa,198.56400379308252,Rome,231.6358800989167,Milan,249.452874838743,San Marino,97.37351856760387,,,,,,,,
Bari,Naples,222.03989991264712,Rome,374.84354198630245,Catania,431.08395685465655,Florence,546.2825631221577,,,,,,,,,,
Catania,Naples,377.6532876612553,Bari,431.08395685465655,Rome,536.9491389740676,Florence,768.584237358165,,,,,,,,,,
Nur-Sultan,Nur-Sultan,0.0,Qaraghandy,191.14044011427612,Pavlodar,401.63346133157887,Semey,626.3650067943518,Nur-Sultan,0.0,Qaraghandy,191.14044011427612,Pavlodar,401.63346133157887,Semey,626.3650067943518,,
Almaty,Taraz,450.86596677705757,Shymkent,604.9113976611957,Qaraghandy,781.0852360131819,Semey,835.7236841876895,,,,,,,,,,
Shymkent,Taraz,158.77621064904034,Almaty,604.9113976611957,Qaraghandy,875.1015716132023,Nur-Sultan,991.6388849565649,,,,,,,,,,
Qaraghandy,Nur-Sultan,191.14044011427612,Nur-Sultan,191.14044011427612,Pavlodar,386.30989410633964,Semey,515.1631212095066,,,,,,,,,,
Aqtobe,Nur-Sultan,1002.2571210864002,Nur-Sultan,1002.2571210864002,Qaraghandy,1132.8137841387063,Shymkent,1295.8393411856714,,,,,,,,,,
Taraz,Shymkent,158.77621064904034,Almaty,450.86596677705757,Qaraghandy,779.0130272245631,Nur-Sultan,917.0563744081435,,,,,,,,,,
Pavlodar,Semey,309.9447593425418,Qaraghandy,386.30989410633964,Nur-Sultan,401.63346133157887,Nur-Sultan,401.63346133157887,Omsk,378.3533333646366,,,,,,,,
Oskemen,Semey,174.55321143218737,Pavlodar,471.64381497560106,Qaraghandy,681.1505472102147,Nur-Sultan,800.385386759615,,,,,,,,,,
Semey,Oskemen,174.55321143218737,Pavlodar,309.9447593425418,Qaraghandy,515.1631212095066,Nur-Sultan,626.3650067943518,,,,,,,,,,
Pristina,Fushe Kosove,5.0619630577275405,Lipjan,14.94763607342063,Vushtrri,23.66597937796399,Ferizaj,32.98247751127514,,,,,,,,,,
Prizren,Gjakove,31.50247111169106,Ferizaj,39.10757431747876,Lipjan,48.17233843915055,Fushe Kosove,55.938466245818496,Tetovo,29.561553392585527,,,,,,,,
Gjakove,Prizren,31.50247111169106,Peje,32.9145178441797,Lipjan,60.116825068485205,Ferizaj,60.273369159067215,Shkoder,83.57208821967569,,,,,,,,
Peje,Gjakove,32.9145178441797,Mitrovice,53.08144215474283,Vushtrri,58.19814353967722,Prizren,61.84375721267074,Rozaje,22.69163798850019,,,,,,,,
Gjilan,Ferizaj,26.945731328804563,Lipjan,27.877849304397092,Pristina,33.3223779936257,Fushe Kosove,33.843963648642585,,,,,,,,,,
Ferizaj,Lipjan,18.30391861294543,Gjilan,26.945731328804563,Fushe Kosove,29.526897034022216,Pristina,32.98247751127514,,,,,,,,,,
Mitrovice,Vushtrri,10.78175662105653,Pristina,34.3536547038302,Fushe Kosove,34.942585420997126,Lipjan,45.132155840294494,Novi Pazar,41.09934165762452,,,,,,,,
Vushtrri,Mitrovice,10.78175662105653,Pristina,23.66597937796399,Fushe Kosove,24.6592512656706,Lipjan,35.3129128796639,,,,,,,,,,
Fushe Kosove,Pristina,5.0619630577275405,Lipjan,11.223294967077855,Vushtrri,24.6592512656706,Ferizaj,29.526897034022216,,,,,,,,,,
Lipjan,Fushe Kosove,11.223294967077855,Pristina,14.94763607342063,Ferizaj,18.30391861294543,Gjilan,27.877849304397092,,,,,,,,,,
Riga,Jurmala,20.4887951846382,Ogre,33.60968952220427,Jelgava,41.08992196674592,Tukums,58.019604053960954,,,,,,,,,,
Daugavpils,Rezekne,86.72464553849846,Ogre,158.585032271528,Riga,191.26385931251332,Jelgava,194.3018153760915,Minsk,229.2910245376383,Utena,71.95677328161354,,,,,,
Liepaja,Ventspils,103.44823394153151,Tukums,139.74225554627316,Jelgava,166.04151294464958,Jurmala,175.57531608338078,,,,,,,,,,
Jelgava,Jurmala,35.72548430605842,Riga,41.08992196674592,Tukums,49.313086592588775,Ogre,57.5903800141615,,,,,,,,,,
Jurmala,Riga,20.4887951846382,Jelgava,35.72548430605842,Tukums,37.599149358158876,Ogre,53.385356420644285,,,,,,,,,,
Ventspils,Liepaja,103.44823394153151,Tukums,106.07210552530353,Jurmala,140.4903656393748,Jelgava,153.61567486411926,,,,,,,,,,
Rezekne,Daugavpils,86.72464553849846,Valmiera,164.6771842576504,Ogre,170.65988830892525,Riga,203.25947905523208,,,,,,,,,,
Valmiera,Ogre,94.36952855139899,Riga,102.57757569354752,Jurmala,117.43565089006164,Jelgava,142.9056841123755,Viljandi,91.57602311752947,Saint Petersburg,389.249116701106,,,,,,
Ogre,Riga,33.60968952220427,Jurmala,53.385356420644285,Jelgava,57.5903800141615,Tukums,89.92577781642883,,,,,,,,,,
Tukums,Jurmala,37.599149358158876,Jelgava,49.313086592588775,Riga,58.019604053960954,Ogre,89.92577781642883,,,,,,,,,,
Vaduz,Schaan,2.9827185101451734,Triesen,4.653013984824918,Planken,4.794592209165858,Balzers,8.413284218345659,,,,,,,,,,
Schaan,Planken,2.5669357522505996,Vaduz,2.9827185101451734,Eschen,5.584850238145799,Gamprin,5.607851669773165,,,,,,,,,,
Triesen,Balzers,4.479720205765893,Vaduz,4.653013984824918,Schaan,7.628532128752179,Planken,9.262537389492072,,,,,,,,,,
Balzers,Triesen,4.479720205765893,Vaduz,8.413284218345659,Schaan,11.14369132090525,Planken,13.207839505876034,,,,,,,,,,
Eschen,Mauren,1.2537422648795264,Gamprin,1.2612949290971505,Schellenberg,3.0255188079927287,Ruggell,3.3844664516034015,,,,,,,,,,
Mauren,Eschen,1.2537422648795264,Schellenberg,2.186421031257324,Gamprin,2.51503717967653,Ruggell,3.1468254827521935,,,,,,,,,,
Ruggell,Schellenberg,1.6947543372734757,Mauren,3.1468254827521935,Eschen,3.3844664516034015,Gamprin,4.023254407436714,Dornbirn,25.129052974225836,Sankt Gallen,23.384275271236483,,,,,,
Gamprin,Eschen,1.2612949290971505,Mauren,2.51503717967653,Ruggell,4.023254407436714,Schellenberg,4.0895756277577,,,,,,,,,,
Schellenberg,Ruggell,1.6947543372734757,Mauren,2.186421031257324,Eschen,3.0255188079927287,Gamprin,4.0895756277577,,,,,,,,,,
Planken,Schaan,2.5669357522505996,Mauren,3.713910549928342,Eschen,3.919947851742691,Gamprin,4.48581399085224,,,,,,,,,,
Vilnius,Jonava,76.93997988277626,Alytus,85.51113918318633,Kaunas,92.35991632972133,Utena,92.64420847174443,,,,,,,,,,
Kaunas,Jonava,31.8150472509461,Marijampole,51.96051533447673,Alytus,56.12009747729418,Vilnius,92.35991632972133,,,,,,,,,,
Klaipeda,Mazeikiai,96.03691786534719,Siauliai,135.76582797502752,Marijampole,192.68552343587456,Kaunas,196.42204108695043,Gdansk,223.84437137347035,,,,,,,,
Siauliai,Panevezys,68.25085017563204,Mazeikiai,74.37841529839561,Jonava,113.3684905630147,Kaunas,120.68331168240945,,,,,,,,,,
Panevezys,Siauliai,68.25085017563204,Jonava,73.64142786772382,Utena,82.66786443801399,Kaunas,97.49349211882044,,,,,,,,,,
Alytus,Marijampole,47.99724573462446,Kaunas,56.12009747729418,Jonava,76.05430618660216,Vilnius,85.51113918318633,Hrodna,82.90255496897906,,,,,,,,
Marijampole,Alytus,47.99724573462446,Kaunas,51.96051533447673,Jonava,83.44980483952884,Vilnius,125.2320294461054,,,,,,,,,,
Mazeikiai,Siauliai,74.37841529839561,Klaipeda,96.03691786534719,Panevezys,141.10364493950158,Jonava,184.4923559117944,,,,,,,,,,
Jonava,Kaunas,31.8150472509461,Panevezys,73.64142786772382,Alytus,76.05430618660216,Vilnius,76.93997988277626,,,,,,,,,,
Utena,Panevezys,82.66786443801399,Vilnius,92.64420847174443,Jonava,96.13922961165139,Kaunas,127.75774182152016,Daugavpils,71.95677328161354,Saint Petersburg,568.2518590117755,,,,,,
Luxembourg,Dudelange,14.701659032360796,Esch-sur-Alzette,16.794820817369608,Remich,18.509336523109575,Differdange,19.977623587451646,,,,,,,,,,
Esch-sur-Alzette,Differdange,7.008126810487921,Dudelange,7.570589969064319,Luxembourg,16.794820817369608,Remich,28.36659556837337,,,,,,,,,,
Differdange,Esch-sur-Alzette,7.008126810487921,Dudelange,14.49605741537747,Luxembourg,19.977623587451646,Redange-sur-Attert,27.020874665974343,,,,,,,,,,
Dudelange,Esch-sur-Alzette,7.570589969064319,Differdange,14.49605741537747,Luxembourg,14.701659032360796,Remich,21.558542248797345,,,,,,,,,,
Diekirch,Vianden,8.141493965821152,Wiltz,19.391768187324285,Redange-sur-Attert,22.33184947769711,Luxembourg,28.566024108761336,,,,,,,,,,
Wiltz,Diekirch,19.391768187324285,Vianden,19.960928626514626,Redange-sur-Attert,22.62563061702524,Luxembourg,41.96988905285165,Liege,79.1434915008909,,,,,,,,
Vianden,Diekirch,8.141493965821152,Wiltz,19.960928626514626,Redange-sur-Attert,29.509354857991024,Luxembourg,36.20302170051632,Cologne,123.36800990383018,,,,,,,,
Redange-sur-Attert,Diekirch,22.33184947769711,Wiltz,22.62563061702524,Luxembourg,24.40587541670644,Differdange,27.020874665974343,,,,,,,,,,
Remich,Luxembourg,18.509336523109575,Dudelange,21.558542248797345,Esch-sur-Alzette,28.36659556837337,Differdange,34.36764292010318,Strasbourg,146.68070292712872,,,,,,,,
Valletta,Sliema,1.7168992827635927,Fgura,3.015163733988793,Zabbar,3.289883744517732,Qormi,4.194842708423403,,,,,,,,,,
Birkirkara,Qormi,2.1128424080970074,Attard,2.222616320431884,Mosta,3.583040314065586,Sliema,4.132391107005416,,,,,,,,,,
Mosta,Attard,2.176897012875623,Birkirkara,3.583040314065586,Qormi,5.347511388105207,Sliema,7.039181558422654,,,,,,,,,,
Zabbar,Fgura,1.474286392717506,Zejtun,2.4404460281311944,Valletta,3.289883744517732,Sliema,4.9468311203406055,,,,,,,,,,
Fgura,Zabbar,1.474286392717506,Zejtun,2.103960113781691,Valletta,3.015163733988793,Qormi,4.623163169525798,,,,,,,,,,
Zejtun,Fgura,2.103960113781691,Zabbar,2.4404460281311944,Valletta,5.104488553958466,Qormi,6.10870360443401,,,,,,,,,,
Sliema,Valletta,1.7168992827635927,Birkirkara,4.132391107005416,Qormi,4.6487282693865595,Fgura,4.721716231778949,,,,,,,,,,
Qormi,Birkirkara,2.1128424080970074,Attard,3.3980904325424968,Valletta,4.194842708423403,Fgura,4.623163169525798,,,,,,,,,,
Attard,Mosta,2.176897012875623,Birkirkara,2.222616320431884,Qormi,3.3980904325424968,Sliema,6.315431748602432,,,,,,,,,,
Chisinau,Dubasari,36.92818494935794,Orhei,40.11039115209492,Bender,53.528652753890825,Tiraspol,64.62155105919076,,,,,,,,,,
Tiraspol,Bender,12.195436512311348,Dubasari,59.59614136007756,Chisinau,64.62155105919076,Orhei,86.93909209060863,Odesa,92.40278396662715,,,,,,,,
Balti,Soroca,52.84560119603872,Ungheni,61.616991175860065,Orhei,79.84623512223372,Ribnita,80.96494707664355,,,,,,,,,,
Bender,Tiraspol,12.195436512311348,Chisinau,53.528652753890825,Dubasari,53.83132256384599,Orhei,79.27920367892577,,,,,,,,,,
Ribnita,Orhei,44.79468807246502,Dubasari,56.98943638302372,Soroca,68.51521314683298,Balti,80.96494707664355,,,,,,,,,,
Cahul,Chisinau,132.7322576813185,Bender,142.5790826324378,Ungheni,147.24898554332484,Tiraspol,151.9360444863689,,,,,,,,,,
Ungheni,Balti,61.616991175860065,Orhei,77.64944248164119,Chisinau,80.03027790070628,Dubasari,102.06314283240542,Iasi,18.249383678910295,,,,,,,,
Soroca,Balti,52.84560119603872,Ribnita,68.51521314683298,Orhei,95.28344386839001,Ungheni,111.65657959644751,,,,,,,,,,
Orhei,Dubasari,29.394167306859668,Chisinau,40.11039115209492,Ribnita,44.79468807246502,Ungheni,77.64944248164119,,,,,,,,,,
Dubasari,Orhei,29.394167306859668,Chisinau,36.92818494935794,Bender,53.83132256384599,Ribnita,56.98943638302372,,,,,,,,,,
Monaco,Nice,12.535918780051441,,,,,,,,,,,,,,,,
Podgorica,Cetinje,28.965014571874267,Bar,40.24825086229828,Niksic,45.340389830941014,Ulcinj,58.19715686913955,,,,,,,,,,
Niksic,Cetinje,44.301490325940975,Podgorica,45.340389830941014,Herceg Novi,49.78776402815213,Bijelo Polje,71.37997004048854,,,,,,,,,,
Herceg Novi,Cetinje,32.93293381008576,Niksic,49.78776402815213,Podgorica,60.05044760959181,Bar,61.07920308148664,Trebinje,33.224896174884215,Split,206.75627827031653,,,,,,
Pljevlja,Bijelo Polje,47.41570967129174,Berane,70.4290210053981,Niksic,72.41309018606829,Rozaje,86.82078559611777,,,,,,,,,,
Bijelo Polje,Berane,23.973956605905816,Rozaje,40.10548614390007,Pljevlja,47.41570967129174,Niksic,71.37997004048854,,,,,,,,,,
Cetinje,Podgorica,28.965014571874267,Herceg Novi,32.93293381008576,Bar,34.480863757200844,Niksic,44.301490325940975,,,,,,,,,,
Bar,Ulcinj,21.653307091499645,Cetinje,34.480863757200844,Podgorica,40.24825086229828,Herceg Novi,61.07920308148664,,,,,,,,,,
Berane,Bijelo Polje,23.973956605905816,Rozaje,24.46026941215631,Podgorica,65.96090384605031,Pljevlja,70.4290210053981,,,,,,,,,,
Ulcinj,Bar,21.653307091499645,Cetinje,56.11681923115881,Podgorica,58.19715686913955,Herceg Novi,80.92495327412087,Shkoder,30.58742808542742,,,,,,,,
Rozaje,Berane,24.46026941215631,Bijelo Polje,40.10548614390007,Podgorica,85.7317971334109,Pljevlja,86.82078559611777,Peje,22.69163798850019,Novi Pazar,45.05323533985722,,,,,,
Amsterdam,Almere,21.9462259111971,Utrecht,35.5969863498023,The Hague,51.38137727796486,Rotterdam,57.388519559566234,,,,,,,,,,
Rotterdam,The Hague,22.336386152961072,Breda,41.097464653429306,Utrecht,46.10364883198367,Tilburg,57.237592384652814,,,,,,,,,,
The Hague,Rotterdam,22.336386152961072,Amsterdam,51.38137727796486,Utrecht,55.12556850427301,Breda,63.29566922460338,,,,,,,,,,
Utrecht,Almere,32.240362251781704,Amsterdam,35.5969863498023,Rotterdam,46.10364883198367,The Hague,55.12556850427301,,,,,,,,,,
Eindhoven,Tilburg,30.582698360114197,Breda,51.92844493231388,Nijmegen,52.97130208609202,Utrecht,76.55417495535427,,,,,,,,,,
Tilburg,Breda,21.688530787831333,Eindhoven,30.582698360114197,Rotterdam,57.237592384652814,Utrecht,59.3446791540569,,,,,,,,,,
Groningen,Almere,131.04291304590154,Amsterdam,146.4862392967955,Nijmegen,159.52347053627497,Utrecht,159.52762595307752,,,,,,,,,,
Almere,Amsterdam,21.9462259111971,Utrecht,32.240362251781704,The Hague,69.50282379121973,Rotterdam,69.96957240074872,,,,,,,,,,
Breda,Tilburg,21.688530787831333,Rotterdam,41.097464653429306,Eindhoven,51.92844493231388,Utrecht,59.75645267525151,Antwerp,48.79758463262004,,,,,,,,
Nijmegen,Eindhoven,52.97130208609202,Utrecht,57.430021427228034,Tilburg,63.07183860531197,Almere,72.65090990124921,Essen,90.81492528914492,,,,,,,,
Skopje,Kumanovo,27.814442114457847,Tetovo,38.067201669387806,Veles,42.24596298145852,Gostivar,47.878141193502074,,,,,,,,,,
Bitola,Prilep,39.50085341215785,Ohrid,45.65105822837661,Struga,57.28249446014198,Kavadarci,72.05675336746847,,,,,,,,,,
Kumanovo,Skopje,27.814442114457847,Veles,46.63016358020598,Tetovo,62.80804764723877,Gostivar,75.59170034032294,,,,,,,,,,
Prilep,Kavadarci,39.356084085683705,Bitola,39.50085341215785,Veles,44.95936370457475,Ohrid,67.8890493191455,,,,,,,,,,
Tetovo,Gostivar,23.81841870043524,Skopje,38.067201669387806,Kumanovo,62.80804764723877,Veles,74.21475997441281,,,,,,,,,,
Veles,Kavadarci,37.06014134827233,Skopje,42.24596298145852,Prilep,44.95936370457475,Kumanovo,46.63016358020598,,,,,,,,,,
Ohrid,Struga,12.307589302435284,Bitola,45.65105822837661,Prilep,67.8890493191455,Gostivar,76.55731386014625,,,,,,,,,,
Gostivar,Tetovo,23.81841870043524,Skopje,47.878141193502074,Veles,71.83880546018408,Struga,71.99701149353135,,,,,,,,,,
Struga,Ohrid,12.307589302435284,Bitola,57.28249446014198,Gostivar,71.99701149353135,Prilep,75.53405576393621,,,,,,,,,,
Kavadarci,Veles,37.06014134827233,Prilep,39.356084085683705,Bitola,72.05675336746847,Skopje,78.99921960169654,,,,,,,,,,
Oslo,Drammen,35.65432760295861,Sarpsborg,72.86284079600223,Fredrikstad,79.61910302575205,Kristiansand,251.3060981860752,,,,,,,,,,
Bergen,Stavanger,159.429591671976,Sandnes,172.50183576239976,Drammen,279.97803288720235,Kristiansand,291.71881842606507,,,,,,,,,,
Trondheim,Oslo,391.42932847184665,Drammen,410.64097867867684,Bergen,429.35130282571345,Sarpsborg,462.3621151556622,,,,,,,,,,
Stavanger,Sandnes,13.157127673677326,Bergen,159.429591671976,Kristiansand,160.11837889928626,Drammen,267.48777431080805,,,,,,,,,,
Drammen,Oslo,35.65432760295861,Sarpsborg,71.71906282076452,Fredrikstad,72.63997052055159,Kristiansand,217.51155445441077,,,,,,,,,,
Fredrikstad,Sarpsborg,12.84014017882628,Drammen,72.63997052055159,Oslo,79.61910302575205,Kristiansand,207.284211869866,Gothenburg,176.74749539201775,,,,,,,,
Kristiansand,Sandnes,152.94178023067337,Stavanger,160.11837889928626,Fredrikstad,207.284211869866,Drammen,217.51155445441077,,,,,,,,,,
Sandnes,Stavanger,13.157127673677326,Kristiansand,152.94178023067337,Bergen,172.50183576239976,Drammen,272.1297232766218,,,,,,,,,,
Tromso,Trondheim,789.8608504259489,Oslo,1151.2765591646394,Drammen,1178.3971387434426,Bergen,1208.779287633024,,,,,,,,,,
Sarpsborg,Fredrikstad,12.84014017882628,Drammen,71.71906282076452,Oslo,72.86284079600223,Kristiansand,219.90384374098187,,,,,,,,,,
Warsaw,Lodz,117.84940179893849,Lublin,152.79223944879635,Bydgoszcz,225.89520212330459,Krakow,252.49791133800807,,,,,,,,,,
Krakow,Katowice,69.42750139540829,Lodz,193.72902549061874,Lublin,227.63700846764448,Wroclaw,235.87776244568906,Poprad,114.4074112854773,,,,,,,,
Lodz,Warsaw,117.84940179893849,Katowice,170.69730851243511,Bydgoszcz,179.10622384566182,Wroclaw,183.51107813228526,,,,,,,,,,
Wroclaw,Poznan,144.5247199859501,Katowice,168.30961526167107,Lodz,183.51107813228526,Bydgoszcz,233.26310246610495,,,,,,,,,,
Poznan,Bydgoszcz,106.98899589781169,Wroclaw,144.5247199859501,Lodz,185.98058251624366,Szczecin,196.31767038943093,,,,,,,,,,
Gdansk,Bydgoszcz,142.7296695192926,Poznan,243.67747318396897,Warsaw,283.1046734531944,Szczecin,287.0732094933834,Klaipeda,223.84437137347035,,,,,,,,
Szczecin,Poznan,196.31767038943093,Bydgoszcz,232.09109649025942,Gdansk,287.0732094933834,Wroclaw,308.6150950260685,Berlin,127.09139151428434,,,,,,,,
Bydgoszcz,Poznan,106.98899589781169,Gdansk,142.7296695192926,Lodz,179.10622384566182,Warsaw,225.89520212330459,,,,,,,,,,
Lublin,Warsaw,152.79223944879635,Lodz,223.15825911902263,Krakow,227.63700846764448,Katowice,272.5617387882029,Brest,123.78822027824734,Lviv,187.65393507354065,,,,,,
Katowice,Krakow,69.42750139540829,Wroclaw,168.30961526167107,Lodz,170.69730851243511,Warsaw,258.6819792047024,,,,,,,,,,
Lisbon,Amadora,7.280353388585786,Queluz,10.504621741192404,Agualva,13.828390810593428,Setubal,31.6152785764977,,,,,,,,,,
Porto,Vila Nova de Gaia,3.2330160644679857,Braga,46.34160190671473,Coimbra,106.98854224675753,Agualva,272.1684432395378,,,,,,,,,,
Vila Nova de Gaia,Porto,3.2330160644679857,Braga,49.19011821072006,Coimbra,103.75594788156657,Agualva,269.1394537988767,,,,,,,,,,
Amadora,Queluz,3.505947102305424,Agualva,6.993961148905783,Lisbon,7.280353388585786,Setubal,37.62930911952922,,,,,,,,,,
Braga,Porto,46.34160190671473,Vila Nova de Gaia,49.19011821072006,Coimbra,148.91425414575346,Agualva,318.04194260972764,,,,,,,,,,
Funchal,Agualva,966.8456081011308,Queluz,967.5315290423104,Amadora,968.3135173986483,Lisbon,973.1091060531858,,,,,,,,,,
Coimbra,Vila Nova de Gaia,103.75594788156657,Porto,106.98854224675753,Braga,148.91425414575346,Lisbon,176.41748308804318,,,,,,,,,,
Setubal,Lisbon,31.6152785764977,Amadora,37.62930911952922,Queluz,41.130889740008236,Agualva,44.61844409490663,Sevilla,292.01828968197094,,,,,,,,
Queluz,Agualva,3.4884976438491635,Amadora,3.505947102305424,Lisbon,10.504621741192404,Setubal,41.130889740008236,,,,,,,,,,
Agualva,Queluz,3.4884976438491635,Amadora,6.993961148905783,Lisbon,13.828390810593428,Setubal,44.61844409490663,,,,,,,,,,
Bucharest,Ploiesti,56.9186695464717,Brasov,142.47309004234498,Craiova,182.0898043708081,Galati,188.2192855132908,Ruse,68.81163954693909,,,,,,,,
Cluj-Napoca,Oradea,130.73008852972956,Brasov,198.57602229174452,Timisoara,212.7434329463352,Craiova,271.1910424581375,,,,,,,,,,
Timisoara,Oradea,155.26025455342818,Cluj-Napoca,212.7434329463352,Craiova,257.76411673746543,Brasov,340.70590221446434,Zrenjanin,77.67148309278807,,,,,,,,
Iasi,Galati,196.4715976620999,Brasov,224.73416761617597,Ploiesti,274.9551824285425,Cluj-Napoca,307.0952215768464,Ungheni,18.249383678910295,,,,,,,,
Constanta,Galati,147.2980717595865,Bucharest,203.44420983853007,Ploiesti,224.06265424903413,Brasov,290.20819559658554,,,,,,,,,,
Craiova,Bucharest,182.0898043708081,Ploiesti,187.15017526090435,Brasov,204.96082991259593,Timisoara,257.76411673746543,,,,,,,,,,
Brasov,Ploiesti,86.7002580942479,Bucharest,142.47309004234498,Galati,190.83098646865656,Cluj-Napoca,198.57602229174452,,,,,,,,,,
Galati,Constanta,147.2980717595865,Ploiesti,167.1473657692752,Bucharest,188.2192855132908,Brasov,190.83098646865656,Odesa,238.71696723888886,,,,,,,,
Ploiesti,Bucharest,56.9186695464717,Brasov,86.7002580942479,Galati,167.1473657692752,Craiova,187.15017526090435,,,,,,,,,,
Oradea,Cluj-Napoca,130.73008852972956,Timisoara,155.26025455342818,Brasov,323.7141580350306,Craiova,338.2352827449141,Debrecen,55.16496710377653,,,,,,,,
Moscow,Nizhniy Novgorod,401.77883110035197,Saint Petersburg,634.9904351971755,Kazan,717.8338220429483,Samara,855.951967722933,Vitsyebsk,471.10202937515925,,,,,,,,
Saint Petersburg,Moscow,634.9904351971755,Nizhniy Novgorod,896.6474359316708,Kazan,1198.1572813344558,Samara,1418.9872869939684,Narva,135.1254410063273,Kouvola,223.0448578798223,Utena,568.2518590117755,Valmiera,389.249116701106,Sarpsborg,1078.7505531832005
Novosibirsk,Omsk,607.602639750561,Chelyabinsk,1363.8031564072385,Yekaterinburg,1397.1695707148765,Kazan,2114.3017006282666,,,,,,,,,,
Yekaterinburg,Chelyabinsk,193.71498034327163,Kazan,717.9056227482679,Samara,779.0573901317676,Omsk,821.4166800373055,,,,,,,,,,
Nizhniy Novgorod,Kazan,322.06349445155297,Moscow,401.77883110035197,Samara,524.5207135678961,Saint Petersburg,896.6474359316708,,,,,,,,,,
Kazan,Samara,295.9835195730825,Nizhniy Novgorod,322.06349445155297,Moscow,717.8338220429483,Yekaterinburg,717.9056227482679,,,,,,,,,,
Chelyabinsk,Yekaterinburg,193.71498034327163,Omsk,762.5028397889365,Samara,763.1120034076212,Kazan,776.9311715074281,,,,,,,,,,
Omsk,Novosibirsk,607.602639750561,Chelyabinsk,762.5028397889365,Yekaterinburg,821.4166800373055,Samara,1521.4519190765488,Pavlodar,378.3533333646366,,,,,,,,
Samara,Kazan,295.9835195730825,Nizhniy Novgorod,524.5207135678961,Chelyabinsk,763.1120034076212,Yekaterinburg,779.0573901317676,,,,,,,,,,
Rostov,Moscow,958.4436183674737,Samara,994.4270736796146,Nizhniy Novgorod,1053.1655550251726,Kazan,1151.265231664446,Ganca,901.9135570258402,Zugdidi,552.3831591046811,Mariupol,163.2992932412572,,,,
San Marino,Florence,97.37351856760387,,,,,,,,,,,,,,,,
Belgrade,Pancevo,15.287651094955386,Zrenjanin,62.88072084514015,Novi Sad,68.44870021787237,Kragujevac,97.35469524241569,,,,,,,,,,
Novi Sad,Zrenjanin,45.10621413398072,Belgrade,68.44870021787237,Pancevo,75.79962190206847,Subotica,95.08050507596026,Bijeljina,74.5926596867107,Osijek,95.69077038069109,,,,,,
